supplier_payment_id,po_id,payment_date,amount_paid
131,124,2025-11-30,18592.74
132,125,2026-06-23,52827.98
133,125,2026-07-23,260.86
134,126,2026-08-24,98685.01
135,127,2025-11-10,79614.36
136,128,2026-01-02,57695.2
137,129,2025-11-19,2419.45
138,130,2026-06-20,66979.07
139,131,2025-10-03,24548.34
140,132,2025-11-22,22366.0
141,132,2025-11-18,3969.65
142,133,2026-08-11,69586.88
143,134,2026-09-30,33716.66
144,135,2025-11-21,142554.52
145,136,2025-10-18,2456.06
146,137,2025-11-18,124914.64
147,137,2025-10-31,21773.88
148,138,2025-11-02,72767.6
149,138,2025-10-23,58804.96
150,139,2026-09-01,37262.62
151,139,2026-08-22,24209.2
152,140,2026-05-31,106340.27
153,141,2026-08-11,33775.3
154,142,2026-05-07,5782.8
155,143,2025-12-22,16694.72
156,144,2026-02-18,9657.07
157,145,2026-03-12,21222.71
158,147,2026-04-16,11151.3
159,147,2026-04-27,35.82
160,148,2025-11-21,34030.16
161,149,2026-07-20,5125.5
162,151,2026-09-13,130058.61
163,152,2026-04-01,15863.03
164,153,2026-02-27,47463.47
165,153,2026-03-05,29387.97
166,154,2025-12-01,30458.4
167,156,2026-07-17,50402.57
168,158,2026-04-17,47027.4
169,159,2026-10-07,17399.71
170,159,2026-10-05,10014.61
171,160,2026-08-28,40302.15
172,161,2025-11-02,23264.5
173,162,2025-10-16,1829.88
174,163,2026-02-12,28320.21
175,163,2026-03-07,1614.75
176,164,2026-09-10,55180.49
177,165,2026-02-27,14400.96
178,166,2026-01-15,66641.75
179,167,2026-09-21,55157.58
180,168,2026-09-09,5165.18
181,169,2025-12-13,15184.84
182,170,2026-06-07,53766.83
183,170,2026-06-11,16485.01
184,171,2025-09-15,27409.19
185,171,2025-10-17,13818.11
186,172,2026-09-03,60918.78
187,173,2025-09-27,102872.02
188,174,2025-11-19,16433.1
189,174,2025-11-02,331.38
190,175,2026-08-09,75127.94
191,175,2026-07-13,30105.31
192,176,2026-01-10,7239.2
193,177,2026-06-07,44203.59
194,178,2026-02-19,66942.29
195,178,2026-02-25,9634.36
196,179,2026-04-02,29258.12
197,180,2025-12-02,134509.32
198,181,2026-03-20,83744.56
199,182,2025-10-31,24762.12
200,183,2026-01-11,125039.89
201,184,2026-02-24,5095.59
202,184,2026-02-20,1034.49
203,186,2026-08-11,49168.12
204,188,2026-08-05,62185.16
205,189,2025-11-25,42181.23
206,190,2026-02-10,8696.46
207,190,2026-03-01,1969.4
208,192,2026-01-31,105778.28
209,192,2026-02-20,69722.04
210,193,2025-12-25,39776.06
211,194,2025-12-01,11382.12
212,196,2026-04-04,31750.44
213,197,2026-01-20,46604.6
214,197,2026-01-22,18482.92
215,198,2025-11-12,104982.6
216,199,2026-06-29,1610.82
217,200,2026-05-27,76692.0
218,202,2025-11-25,11628.0
219,203,2026-08-22,73070.17
220,204,2025-12-18,6148.82
221,205,2026-06-23,9295.95
222,206,2026-06-20,43050.4
223,207,2025-12-13,43039.36
224,208,2026-05-08,81594.98
225,209,2025-10-28,90930.59
226,210,2026-02-26,4407.82
227,210,2026-02-18,1628.65
228,211,2026-09-13,32016.98
229,212,2025-12-22,35775.59
230,213,2026-04-15,106451.15
231,214,2026-01-04,87637.34
232,215,2025-12-17,23406.67
233,216,2026-09-17,126065.22
234,217,2026-02-18,51816.24
235,218,2026-07-02,40653.67
236,219,2025-12-27,97290.57
237,220,2026-03-18,19558.74
238,221,2025-10-03,33502.48
239,222,2026-09-25,20535.83
240,223,2025-12-02,46428.42
241,224,2026-08-29,32294.34
242,225,2026-06-17,35183.58
243,226,2026-06-07,57215.59
244,226,2026-06-03,53821.13
245,227,2026-01-30,14839.04
246,228,2026-07-10,116408.62
247,229,2026-03-08,1203.18
248,230,2026-09-07,31916.93
249,231,2026-08-03,30784.08
250,232,2026-03-10,26064.52
251,233,2026-02-24,55047.2
252,233,2026-02-28,27548.83
253,234,2025-11-10,3929.31
254,234,2025-11-15,1777.25
255,235,2025-10-04,94814.13
256,237,2026-05-22,56918.19
257,238,2026-07-19,15249.0
258,240,2025-10-08,6818.45
259,241,2026-08-15,28200.36
260,242,2025-11-09,137600.89
261,243,2025-10-29,34027.7
262,244,2026-01-04,12379.82
263,245,2026-10-04,20802.62
264,246,2026-03-06,18786.35
265,247,2026-08-31,4656.8
266,248,2026-10-04,73128.15
267,249,2025-12-19,49320.3
268,249,2025-12-22,36843.92
269,250,2026-02-06,59110.16
270,250,2026-01-25,28601.34
271,251,2026-07-24,79115.71
272,251,2026-08-07,18707.06
273,252,2026-02-20,106140.93
274,253,2026-02-21,5798.0
275,254,2026-03-17,13045.2
276,255,2026-03-13,38722.78
277,256,2026-10-08,19406.18
278,257,2026-07-07,118996.08
279,258,2026-02-06,78375.76
280,259,2026-04-30,114028.12
281,261,2026-03-28,88444.98
282,262,2026-05-31,43829.9
283,263,2026-07-29,15616.16
284,264,2026-04-12,15572.88
285,264,2026-05-05,7904.94
286,265,2026-02-13,43056.24
287,266,2026-07-22,25570.8
288,267,2026-03-20,25393.17
289,268,2026-08-01,1086.94
290,268,2026-08-05,775.78
291,269,2026-06-05,59224.44
292,270,2026-06-02,16579.2
293,271,2025-11-08,15025.35
294,272,2026-02-06,22574.01
295,272,2026-02-06,4844.26
296,273,2026-10-02,52006.85
297,274,2025-10-14,49262.72
298,275,2026-10-17,135852.7
299,276,2026-08-31,88876.85
300,277,2026-02-12,36515.75
301,277,2026-02-09,24316.16
302,281,2025-12-02,84735.31
303,282,2026-08-16,1481.35
304,283,2026-09-04,36111.65
305,284,2026-03-07,67951.85
306,284,2026-02-20,1453.34
307,285,2025-12-31,10204.14
308,287,2026-01-23,51571.66
309,287,2026-01-06,27398.7
310,288,2026-07-02,83187.2
311,289,2025-10-30,2045.94
312,291,2026-08-07,71349.06
313,292,2026-05-30,43715.68
314,293,2025-11-12,5424.3
315,294,2026-07-31,83130.57
316,295,2026-07-05,49881.56
317,296,2026-07-11,103393.18
318,297,2025-11-16,64385.85
319,298,2025-12-07,14130.32
320,298,2025-11-28,12340.63
321,299,2026-08-14,69330.74
322,300,2025-12-28,29770.24
323,301,2026-09-19,41502.64
324,302,2026-02-16,68531.04
325,303,2026-02-27,29542.02
326,303,2026-01-31,6430.4
327,304,2026-02-01,26211.72
328,304,2026-02-13,23871.13
329,305,2026-09-01,56786.79
330,306,2026-04-28,16824.12
331,307,2025-12-26,9403.68
332,308,2025-12-04,21011.76
333,309,2026-04-04,114051.62
334,310,2025-12-13,31227.41
335,310,2025-12-17,13695.52
336,311,2026-07-03,70339.82
337,312,2025-11-16,6132.78
338,312,2025-12-02,87.6
339,313,2026-10-10,57295.73
340,314,2026-07-02,91151.84
341,317,2026-08-14,108979.73
342,318,2026-05-13,63604.68
343,318,2026-05-16,16010.07
344,320,2026-04-18,54499.3
345,320,2026-04-23,444.47
346,321,2025-12-23,10417.61
347,321,2025-12-20,4949.35
348,323,2026-08-15,68941.32
349,324,2026-09-16,22450.88
350,325,2025-10-12,50467.82
351,326,2026-03-21,31514.72
352,326,2026-02-23,22428.11
353,327,2025-12-04,58625.0
354,328,2026-06-17,40715.44
355,328,2026-06-30,26000.09
356,329,2026-06-04,58822.76
357,330,2026-08-17,38669.03
358,331,2025-11-07,32171.48
359,331,2025-10-28,6719.65
360,332,2026-04-05,14147.87
361,334,2026-06-14,46920.35
362,335,2026-07-28,87308.63
363,336,2026-05-09,58339.38
364,338,2026-03-13,31525.83
365,338,2026-03-21,15409.13
366,339,2026-03-13,23576.86
367,341,2025-12-13,28628.71
368,342,2026-02-12,83368.08
369,343,2025-11-25,110929.27
370,345,2025-11-16,29082.23
371,346,2026-08-19,26880.48
372,347,2026-09-25,91236.72
373,349,2025-12-21,85011.89
374,350,2026-04-30,63752.7
375,351,2026-09-03,28327.65
376,351,2026-09-06,7729.16
377,352,2026-02-01,146362.46
378,353,2026-06-02,108014.52
379,354,2026-02-03,85432.41
380,355,2025-12-23,62519.4
381,356,2026-04-23,40605.54
382,357,2026-09-02,39974.51
383,357,2026-09-08,27792.16
384,358,2026-04-11,33916.49
385,358,2026-04-20,32117.93
386,360,2026-01-05,5066.3
387,361,2026-06-30,26599.61
388,362,2026-09-21,29130.52
389,362,2026-09-26,28897.17
390,363,2026-07-06,23502.18
391,364,2025-12-28,23994.47
392,365,2026-06-29,63922.98
393,368,2026-03-15,101515.69
394,369,2025-12-29,58561.68
395,370,2026-01-24,6370.35
396,371,2026-06-16,116283.04
397,372,2025-12-02,163419.76
398,373,2026-08-26,17050.92
399,373,2026-09-18,10152.13
400,374,2026-06-27,40651.08
401,375,2026-02-23,29631.83
402,376,2026-08-23,126789.0
403,377,2025-11-16,113293.99
404,378,2025-11-08,52754.02
405,379,2026-01-25,13154.44
406,380,2026-04-06,100837.95
407,381,2026-09-21,102434.45
408,382,2026-06-25,61978.81
409,382,2026-07-08,6788.53
410,383,2026-03-04,110686.88
411,384,2025-09-16,5801.03
412,384,2025-09-26,138.77
413,385,2026-02-16,30517.86
414,386,2026-03-03,90995.7
415,387,2026-04-04,140743.19
416,388,2026-09-03,21221.04
417,389,2025-10-10,9429.03
418,390,2026-08-15,14709.16
419,391,2026-03-18,56661.71
420,393,2026-01-17,96212.71
421,394,2026-06-21,29529.29
422,394,2026-07-15,20315.89
423,395,2026-05-20,116803.4
424,396,2026-10-04,2843.88
425,398,2026-02-16,55342.47
426,398,2026-03-15,627.28
427,399,2026-01-02,86411.63
428,401,2026-01-31,16212.98
429,401,2026-01-12,13230.06
430,402,2025-10-19,56755.11
431,403,2026-04-21,77148.95
432,403,2026-05-01,17773.67
433,405,2026-09-27,6911.6
434,406,2026-07-25,160784.57
435,407,2025-09-25,22253.44
436,408,2026-06-04,93420.73
437,409,2026-05-06,77500.78
438,410,2026-02-05,37732.04
439,410,2026-02-18,8818.36
440,411,2025-12-07,33665.64
441,412,2025-09-27,24763.7
442,413,2025-11-06,87675.64
443,414,2026-02-28,83105.17
444,415,2025-10-27,56510.58
445,416,2025-11-08,4794.79
446,417,2026-01-25,6504.12
447,417,2026-01-24,5832.52
448,418,2026-08-29,78694.27
449,419,2026-04-22,11213.54
450,420,2026-02-21,29840.89
451,420,2026-02-10,7370.08
452,421,2025-11-09,33474.13
453,421,2025-11-05,7346.98
454,423,2026-02-09,60070.57
455,424,2026-09-06,49270.92
456,425,2026-05-12,6406.4
457,426,2026-03-03,82202.64
458,427,2025-10-28,122906.06
459,427,2025-11-10,777.78
460,428,2026-01-21,50268.13
461,432,2026-03-20,26466.84
462,432,2026-03-31,7053.54
463,433,2026-08-06,39850.32
464,433,2026-08-24,19452.45
465,435,2026-09-28,122220.12
466,436,2026-03-29,19155.08
467,436,2026-03-30,4264.92
468,437,2026-08-23,16947.5
469,438,2026-06-23,11942.28
470,439,2026-01-08,47195.93
471,440,2026-05-22,45067.32
472,441,2026-05-31,3644.96
473,442,2026-03-10,18663.89
474,443,2026-08-02,11424.4
475,443,2026-08-16,746.12
476,444,2026-04-29,25340.4
477,444,2026-05-18,13796.46
478,445,2026-02-15,112229.2
479,445,2026-02-11,11001.99
480,446,2025-10-15,75491.67
481,448,2026-08-22,82853.58
482,449,2026-05-08,21550.89
483,450,2025-12-29,74650.56
484,451,2026-11-11,52273.14
485,451,2026-10-30,15590.77
486,453,2026-04-06,87756.28
487,454,2026-01-13,18758.15
488,454,2026-01-21,5493.11
489,455,2026-07-01,50535.54
490,456,2026-07-03,21822.76
491,458,2026-09-03,3518.14
492,459,2026-03-17,61355.92
493,460,2026-01-06,71473.56
494,461,2026-02-04,19862.91
495,463,2025-09-23,161731.37
496,464,2025-10-25,131864.95
497,465,2025-10-15,88386.94
498,466,2026-07-29,76485.45
499,467,2026-08-26,89068.39
500,468,2026-03-04,69630.89
501,469,2026-07-08,52175.93
502,470,2026-03-16,63489.92
503,471,2026-05-28,26156.65
504,472,2026-02-06,99399.48
505,473,2026-06-08,42664.86
506,474,2026-02-22,67543.92
507,475,2026-05-23,4318.92
508,476,2026-02-22,94164.95
509,477,2025-10-17,26463.36
510,478,2026-03-03,54735.88
511,479,2025-11-26,44383.74
512,480,2025-12-18,78702.65
513,481,2026-04-03,56781.86
514,481,2026-04-29,20580.59
515,482,2025-12-21,22852.68
516,483,2026-03-04,73985.34
517,484,2026-10-13,88861.3
518,485,2026-04-12,29011.91
519,486,2026-06-08,5594.85
520,490,2026-10-04,26848.72
521,491,2025-12-29,40463.28
522,492,2026-02-27,64959.79
523,493,2025-12-30,49839.6
524,494,2026-03-28,24234.08
525,495,2026-04-15,42214.5
526,497,2026-02-22,85943.3
527,498,2026-08-24,63753.67
528,500,2026-04-19,42442.71
529,500,2026-04-08,4197.27
530,501,2026-07-26,79505.24
531,502,2026-06-20,65330.36
532,503,2025-10-13,3251.54
533,503,2025-10-12,3107.56
534,504,2026-01-28,22341.1
535,504,2026-02-11,7573.7
536,505,2025-12-17,7875.36
537,506,2026-09-27,121071.34
538,507,2025-10-24,25234.38
539,508,2026-06-16,46147.91
540,509,2026-04-25,40419.56
541,510,2026-09-06,73983.73
542,511,2026-01-28,57114.64
543,513,2026-07-09,106714.64
544,514,2026-06-20,49179.96
545,515,2026-02-03,70891.76
546,516,2026-01-20,5436.6
547,517,2026-03-14,31606.88
548,518,2026-10-07,34799.82
549,519,2026-09-04,65193.44
550,520,2026-04-15,46637.0
551,521,2026-03-11,28087.34
552,521,2026-03-20,5210.62
553,522,2026-09-13,12667.6
554,523,2026-01-19,56720.96
555,525,2026-09-06,55640.6
556,526,2026-09-20,14927.12
557,527,2026-01-10,90427.14
558,528,2026-01-25,91200.33
559,529,2026-03-12,1462.86
560,530,2025-12-10,37331.87
561,532,2026-02-06,66037.56
562,533,2025-10-09,124915.89
563,533,2025-10-01,5425.19
564,534,2026-01-18,3643.74
565,535,2026-08-17,42525.34
566,536,2026-04-13,95770.37
567,537,2026-05-20,34864.28
568,538,2026-01-25,23487.2
569,539,2026-07-25,4299.08
570,540,2026-07-18,6088.5
571,541,2026-06-23,46310.3
572,542,2025-11-30,88272.08
573,543,2026-04-25,130949.16
574,544,2026-09-23,61642.98
575,545,2026-09-10,20514.57
576,546,2026-06-04,67803.8
577,547,2026-10-13,93183.4
578,549,2026-01-05,109985.52
579,550,2025-12-10,91214.0
580,551,2026-01-15,65586.41
581,553,2025-11-25,13139.9
582,554,2025-12-27,20159.04
583,555,2026-06-26,4255.74
584,556,2026-08-31,20757.6
585,557,2025-10-25,33146.34
586,558,2026-07-01,85538.04
587,559,2026-09-13,5772.0
588,560,2026-01-16,25802.18
589,561,2026-04-10,28837.86
590,561,2026-04-29,14883.41
591,562,2026-04-29,18718.0
592,563,2026-09-10,67698.79
593,564,2026-07-07,30368.84
594,565,2026-06-04,48824.61
595,565,2026-06-13,23391.28
596,566,2026-03-05,32304.4
597,567,2026-09-03,7492.63
598,567,2026-08-31,1089.77
599,568,2026-03-11,31387.98
600,569,2026-02-25,67349.69
601,570,2026-09-26,59135.84
602,572,2026-06-15,72988.96
603,574,2026-01-10,33679.32
604,575,2026-07-16,31814.7
605,577,2026-03-19,8129.28
606,578,2025-12-01,54110.17
607,579,2026-01-21,89740.93
608,580,2026-02-20,101931.81
609,580,2026-01-29,33763.59
610,581,2026-05-13,81936.51
611,582,2025-11-18,75900.47
612,584,2026-06-24,114755.75
613,585,2026-05-07,88514.98
614,586,2026-03-08,35219.52
615,587,2026-08-07,54691.22
616,588,2025-11-20,12262.93
617,588,2025-10-27,4390.68
618,589,2026-05-15,38462.1
619,590,2026-03-21,39889.32
620,591,2025-12-13,15790.83
621,591,2025-12-07,6296.21
622,592,2026-03-19,25322.88
623,593,2026-09-05,47498.83
624,594,2026-05-27,103019.99
625,595,2026-04-25,46515.06
626,595,2026-04-16,612.86
627,596,2025-11-30,65379.17
628,597,2026-02-07,23737.19
629,598,2025-11-21,19498.2
630,599,2026-05-11,73738.29
631,600,2026-06-12,50129.51
632,602,2026-06-23,55926.58
633,603,2026-05-06,3506.76
634,604,2025-12-17,79852.32
635,605,2026-04-04,106190.22
636,607,2025-10-16,46435.77
637,608,2026-08-26,73066.21
638,610,2026-06-01,29334.42
639,611,2026-05-13,64963.74
640,612,2026-10-11,61206.61
641,612,2026-10-03,23362.65
642,613,2025-11-07,62564.95
643,614,2026-09-23,26085.84
644,615,2026-03-26,13910.4
645,616,2025-12-29,55017.91
646,617,2025-12-17,12031.7
647,618,2026-01-17,16509.15
648,619,2026-04-19,18861.9
649,620,2026-03-04,67002.16
650,621,2025-10-29,29979.15
651,622,2026-06-13,65682.4
652,624,2026-01-24,9502.81
653,626,2025-10-06,18234.82
654,627,2026-08-05,36259.1
655,628,2026-03-02,46706.37
656,629,2026-01-16,33476.67
657,630,2026-04-12,22946.12
658,631,2026-09-07,73049.19
659,631,2026-09-29,48739.48
660,632,2026-03-07,6721.26
661,632,2026-03-25,713.05
662,633,2026-04-07,26254.8
663,636,2025-11-16,26766.48
664,637,2025-10-26,58560.64
665,638,2026-04-21,118563.16
666,639,2026-01-18,10336.65
667,640,2026-02-05,45652.92
668,641,2026-08-15,66754.07
669,642,2026-02-08,43323.85
670,644,2025-12-16,31407.74
671,645,2026-07-15,11159.82
672,645,2026-06-30,6447.44
673,646,2025-12-30,134884.99
674,647,2025-10-25,54294.0
675,648,2026-06-24,34705.11
676,648,2026-07-11,25914.63
677,649,2026-05-13,103760.08
678,650,2026-04-19,57815.96
679,650,2026-04-26,37149.17
680,652,2026-03-27,91141.57
681,652,2026-04-30,18558.0
682,653,2026-01-18,28651.84
683,654,2026-09-27,33847.8
684,655,2026-04-18,8660.2
685,656,2026-04-18,106702.36
686,657,2025-09-30,22095.29
687,658,2026-07-19,102872.25
688,659,2026-06-07,40929.49
689,660,2026-01-04,14563.56
690,661,2026-09-15,25473.45
691,662,2026-01-05,56925.48
692,663,2025-12-24,2818.4
693,664,2026-10-12,42780.47
694,665,2026-07-14,70248.01
695,666,2026-06-25,26947.4
696,667,2026-06-23,5717.34
697,668,2026-09-01,13950.93
698,670,2026-05-29,50583.16
699,671,2026-06-27,10074.25
700,672,2025-10-08,25630.37
701,673,2026-07-29,25035.87
702,674,2026-10-06,32317.49
703,675,2026-08-12,25569.0
704,677,2026-09-29,64588.87
705,677,2026-09-17,10003.95
706,678,2026-10-06,13170.24
707,679,2026-02-21,50762.42
708,681,2026-03-26,11364.81
709,681,2026-03-27,8346.07
710,682,2025-12-20,41988.06
711,683,2025-11-07,36326.44
712,684,2025-12-08,3732.34
713,684,2025-11-22,3393.46
714,685,2026-01-14,109990.75
715,685,2026-01-12,15906.75
716,686,2026-02-19,57889.57
717,686,2026-02-24,42995.46
718,687,2026-07-16,119422.51
719,688,2025-12-17,48505.31
720,689,2025-12-10,35185.56
721,690,2025-11-09,25871.69
722,691,2025-11-18,2438.1
723,692,2025-10-17,47772.69
724,693,2025-12-21,114201.68
725,694,2026-09-04,130730.21
726,696,2026-04-06,12952.8
727,697,2026-05-09,4690.33
728,698,2026-03-30,64744.09
729,699,2026-09-30,24839.37
730,700,2026-03-24,26502.15
731,701,2026-05-17,2182.47
732,702,2026-09-09,36216.9
733,703,2025-12-16,13035.41
734,704,2026-02-22,25615.66
735,704,2026-03-04,6512.8
736,705,2026-01-07,65781.4
737,707,2026-07-10,5060.57
738,707,2026-08-10,4076.69
739,708,2026-03-24,83007.9
740,709,2026-02-16,42539.52
741,710,2026-07-01,1810.16
742,710,2026-06-03,897.69
743,711,2025-12-11,82412.49
744,712,2026-07-17,18839.25
745,713,2026-10-08,19780.44
746,713,2026-09-13,10686.41
747,714,2026-09-25,42757.77
748,714,2026-09-21,22188.75
749,716,2025-12-06,78873.15
750,717,2026-07-01,43975.14
751,718,2026-06-10,63779.7
752,719,2025-10-27,36733.85
753,719,2025-11-11,24354.85
754,721,2026-08-28,62458.82
755,722,2026-03-31,72048.71
756,722,2026-04-18,52972.45
757,723,2026-08-12,62013.39
758,725,2026-06-16,36597.87
759,726,2026-04-24,3319.8
760,727,2026-08-13,52780.14
761,728,2026-01-15,6186.9
762,729,2026-08-28,50422.48
763,732,2026-06-18,28671.72
764,733,2026-06-29,48933.48
765,734,2026-05-29,26593.54
766,735,2026-02-03,51006.88
767,735,2026-01-15,20973.44
768,737,2026-02-10,31978.75
769,738,2025-10-12,33149.22
770,738,2025-10-13,20854.54
771,739,2026-02-22,6717.87
772,740,2025-10-19,36187.2
773,741,2026-05-20,26932.08
774,743,2026-08-16,38798.18
775,744,2026-03-31,66651.97
776,745,2026-04-07,51493.28
777,745,2026-04-21,22206.29
778,746,2025-11-12,66391.16
779,747,2025-12-29,47378.04
780,748,2025-12-23,65289.63
781,749,2025-11-18,46315.9
782,750,2026-02-07,35894.12
783,750,2026-01-20,19662.3
784,751,2025-11-02,60051.23
785,753,2026-08-07,136383.58
786,754,2025-12-01,81602.24
787,755,2025-12-17,93776.27
788,758,2026-10-07,34277.36
789,759,2026-03-18,47491.92
790,760,2025-12-02,65736.0
791,761,2026-04-06,50545.84
792,762,2026-05-23,16516.71
793,763,2026-03-18,38426.4
794,766,2026-09-11,29345.58
795,767,2026-04-28,38227.7
796,767,2026-04-28,32007.08
797,768,2026-05-29,27561.78
798,769,2026-07-10,13862.34
799,770,2025-09-15,49322.04
800,772,2026-07-18,53464.88
801,773,2026-10-02,113576.19
802,773,2026-10-07,41701.03
803,774,2026-09-24,48160.86
804,775,2026-02-15,91952.44
805,776,2026-01-27,10895.28
806,777,2026-06-02,13762.88
807,778,2025-10-21,14911.72
808,779,2026-03-22,66980.99
809,780,2025-12-20,30390.56
810,780,2025-12-27,12328.22
811,781,2026-05-08,12126.13
812,781,2026-06-07,881.39
813,782,2026-10-22,19674.66
814,783,2026-05-26,7475.94
815,784,2026-01-11,17593.6
816,786,2026-06-14,82344.25
817,787,2026-05-25,6795.03
818,789,2025-10-30,57143.87
819,789,2025-10-29,8342.23
820,790,2025-10-31,6338.67
821,792,2026-03-20,85113.76
822,793,2026-10-07,36926.77
823,794,2025-12-09,108333.79
824,795,2025-11-22,123247.34
825,796,2026-06-10,11628.0
826,797,2026-06-27,39848.04
827,798,2025-12-09,87478.35
828,799,2026-05-17,6502.5
829,800,2026-03-12,25537.25
830,800,2026-02-10,6251.95
831,801,2026-07-22,22848.82
832,801,2026-07-18,11797.48
833,802,2026-08-09,13374.72
834,804,2026-08-20,57096.62
835,805,2025-11-15,49962.37
836,806,2026-06-10,74887.5
837,806,2026-06-02,52472.84
838,808,2026-09-15,27076.21
839,809,2025-10-06,92179.18
840,810,2026-06-07,84279.5
841,811,2025-12-07,71809.16
842,813,2026-05-03,93652.31
843,817,2025-12-15,26397.47
844,818,2026-01-09,68819.92
845,819,2026-02-16,34450.82
846,819,2026-02-17,7949.44
847,820,2026-02-19,78404.65
848,821,2026-06-05,21160.92
849,822,2026-09-06,20443.15
850,822,2026-09-03,5914.23
851,823,2026-01-25,45582.53
852,824,2026-05-03,113175.93
853,825,2025-11-02,65697.69
854,826,2025-12-30,30226.12
855,827,2026-05-23,8912.68
856,827,2026-06-09,7379.96
857,828,2026-01-17,98937.81
858,828,2026-01-18,3981.36
859,829,2026-04-30,115779.53
860,830,2026-06-03,72573.14
861,831,2026-10-11,24656.15
862,832,2026-06-22,18608.55
863,833,2025-10-24,15562.48
864,834,2026-02-22,56107.87
865,834,2026-02-07,24395.96
866,837,2026-01-17,79759.98
867,838,2026-08-18,52803.73
868,838,2026-09-13,8398.23
869,841,2026-04-14,60977.0
870,842,2026-04-29,29380.75
871,843,2026-01-25,32584.49
872,843,2026-01-29,32351.37
